State,Year,mme,population,Deaths,deaths_percap,mme_percap
MS,2006,649439.5711204447,2904978.0,140.0,4.819313605817324e-05,0.22356092580406622
MS,2007,739983.4354538089,2928350.0,112.0,3.824679426981065e-05,0.2526963769541922
MS,2008,813553.5993726014,2947806.0,106.0,3.5958947094890236e-05,0.2759861399877066
MS,2009,908228.9742380533,2922240.0,98.0,3.3535917652212e-05,0.310798898871432
MS,2010,1007414.531860081,2941991.0,121.0,4.1128609842790135e-05,0.34242610934570533
MS,2011,1123638.8402240602,2956700.0,105.0,3.551256468359996e-05,0.3800313999472588
MS,2012,1206210.7110997883,2967620.0,104.0,3.50449181498979e-05,0.4064572657886752
MS,2013,0.0,2974441.0,121.0,4.067991262896121e-05,0.0
MS,2014,0.0,2981262.0,114.0,3.823883979334926e-05,0.0
MS,2015,0.0,2988081.0,123.0,4.116354275536707e-05,0.0
MT,2003,0.0,918157.0,22.0,2.3961043699498016e-05,0.0
MT,2004,0.0,926920.0,,,0.0
MT,2005,0.0,935784.0,12.0,1.2823472083301274e-05,0.0
MT,2006,264544.3252195336,952692.0,10.0,1.0496571819643704e-05,0.27768085091460154
MT,2007,287907.5401743586,964706.0,20.0,2.073170478881649e-05,0.2984407064684563
MT,2008,320654.78962598334,976415.0,34.0,3.4821259403020234e-05,0.32840010612903664
MT,2009,340480.2256487325,956257.0,35.0,3.6601039260366196e-05,0.35605514589564574
MT,2010,366597.54408274696,973739.0,29.0,2.978210793652098e-05,0.3764844009357199
MT,2011,382157.125773835,982854.0,15.0,1.526167670884994e-05,0.38882390036957165
MT,2012,403679.2237368828,990785.0,36.0,3.633482541621038e-05,0.4074337255175268
MT,2013,0.0,998755.0,62.0,6.207728622134557e-05,0.0
MT,2014,0.0,1006725.0,24.0,2.3839678164344783e-05,0.0
MT,2015,0.0,1014699.0,41.0,4.040607116001888e-05,0.0
NC,2003,0.0,8421190.0,375.0,4.453052359583384e-05,0.0
NC,2004,0.0,8540468.0,446.0,5.222196254350464e-05,0.0
NC,2005,0.0,8679089.0,616.0,7.097519105979902e-05,0.0
NC,2006,2474345.426316676,8917270.0,653.0,7.322868994658679e-05,0.2774779081845314
NC,2007,2842138.8727327385,9118037.0,600.0,6.580363733992306e-05,0.3117051260850048
NC,2008,3056070.4616307234,9309449.0,770.0,8.27116620972949e-05,0.3282761913869149
NC,2009,3502002.840836255,9045705.0,745.0,8.235952863817691e-05,0.3871453735044703
NC,2010,3759240.7277813614,9271178.0,705.0,7.604211676229277e-05,0.40547606008442094
NC,2011,4054551.973785868,9418736.0,887.0,9.417399532166524e-05,0.4304772926840574
NC,2012,4361371.713808107,9544249.0,827.0,8.664903859905583e-05,0.45696332040458154
NC,2013,0.0,9644608.0,821.0,8.512528451130415e-05,0.0
NC,2014,0.0,9744967.0,897.0,9.204751539948776e-05,0.0
NC,2015,0.0,9845333.0,1126.0,0.00011436890961433199,0.0
ND,2003,0.0,633400.0,,,0.0
ND,2004,0.0,636308.0,,,0.0
ND,2005,0.0,635938.0,,,0.0
ND,2006,83540.76203133876,649422.0,,,0.12863863871463974
ND,2007,97772.42466172652,652822.0,,,0.14976888747886333
ND,2008,102854.16929400171,657569.0,,,0.1564157819088213
ND,2009,107166.70305660168,639725.0,,,0.16751995475649956
ND,2010,110235.07444511425,659858.0,,,0.16705878301864074
ND,2011,128806.96878480185,666783.0,,,0.1931767438354035
ND,2012,140642.10152925132,676253.0,,,0.20797261014627857
ND,2013,0.0,691382.0,,,0.0
ND,2014,0.0,706511.0,10.0,1.4154061295577846e-05,0.0
ND,2015,0.0,721640.0,,,0.0
NE,2003,0.0,1737475.0,,,0.0
NE,2004,0.0,1747704.0,13.0,7.4383305182113215e-06,0.0
NE,2005,0.0,1754042.0,27.0,1.5393017955100277e-05,0.0
NE,2006,297981.51452865516,1772693.0,41.0,2.312865228214925e-05,0.1680953862449139
NE,2007,301849.7095534328,1783440.0,43.0,2.4110707396940742e-05,0.169251395927776
NE,2008,321681.8467574955,1796378.0,40.0,2.2267028431655253e-05,0.179072470692413
NE,2009,338005.0361960828,1772124.0,46.0,2.5957551503167948e-05,0.19073441598673838
NE,2010,353822.0675744457,1799125.0,46.0,2.5567984436879038e-05,0.19666341559060416
NE,2011,368777.60482314543,1813061.0,70.0,3.860873958460305e-05,0.2034005501321497
NE,2012,384044.89318940596,1827306.0,75.0,4.104402875052126e-05,0.2101699951674246
NE,2013,0.0,1841330.0,45.0,2.4438856695975192e-05,0.0
NE,2014,0.0,1855354.0,67.0,3.611170698421972e-05,0.0
NE,2015,0.0,1869365.0,59.0,3.156151955343125e-05,0.0
NH,2003,0.0,1288705.0,68.0,5.276614896349436e-05,0.0
NH,2004,0.0,1299169.0,77.0,5.926865557906631e-05,0.0
NH,2005,0.0,1303112.0,88.0,6.753064970624167e-05,0.0
NH,2006,364258.38270929374,1308389.0,75.0,5.732240182392239e-05,0.27840220508525654
NH,2007,429175.03557547077,1312540.0,149.0,0.0001135203498560044,0.32698053817443334
NH,2008,480561.28714376944,1315906.0,64.0,4.863569282304359e-05,0.36519423662766903
NH,2009,540118.1286530715,1315419.0,87.0,6.613862199040762e-05,0.41060538782933154
NH,2010,566309.7529796653,1313939.0,92.0,7.001847117712467e-05,0.4310015556122965
NH,2011,568808.7208084515,1315911.0,138.0,0.00010487031417778254,0.43225470476989064
NH,2012,578877.7749666749,1317474.0,115.0,8.728825009070388e-05,0.43938459124557666
NH,2013,0.0,1319716.0,142.0,0.00010759890764376578,0.0
NH,2014,0.0,1321958.0,281.0,0.00021256348537548091,0.0
NH,2015,0.0,1324201.0,369.0,0.00027865860243271226,0.0
NJ,2003,0.0,8642412.0,618.0,7.150781517937354e-05,0.0
NJ,2004,0.0,8685166.0,479.0,5.515150775471649e-05,0.0
NJ,2005,0.0,8657445.0,700.0,8.085526387981673e-05,0.0
NJ,2006,2517700.222565798,8661679.0,743.0,8.578013569886392e-05,0.2906711530831145
NJ,2007,2818946.3760691737,8677885.0,634.0,7.305927654030908e-05,0.3248425596869714
NJ,2008,3199723.4527402185,8711090.0,574.0,6.589301683256631e-05,0.3673160824581331
NJ,2009,3594813.7584358626,8650548.0,160.0,1.849593806080262e-05,0.41555907885094245
NJ,2010,4019398.7673665937,8721577.0,753.0,8.633759697357485e-05,0.4608568802828426
NJ,2011,4378115.417466757,8753064.0,894.0,0.0001021356635802046,0.5001808986506618
NJ,2012,4143796.6401205203,8793888.0,1122.0,0.0001275886160933594,0.4712132608603294
NJ,2013,0.0,8830729.0,1203.0,0.00013622884362095135,0.0
NJ,2014,0.0,8867570.0,1126.0,0.00012697954456519656,0.0
NJ,2015,0.0,8904413.0,1360.0,0.0001527332570939825,0.0
NM,2003,0.0,1878562.0,257.0,0.0001368067702849307,0.0
NM,2004,0.0,1903006.0,210.0,0.00011035172774021732,0.0
NM,2005,0.0,1916331.0,261.0,0.00013619776541735223,0.0
NM,2006,469454.4931834097,1962137.0,305.0,0.00015544276469991647,0.23925673547943374
NM,2007,553509.2618650784,1990070.0,307.0,0.00015426593034415875,0.2781355740577358
NM,2008,636223.5221121575,2010662.0,375.0,0.00018650573791119542,0.31642489991463385
NM,2009,747473.8943141699,1964860.0,322.0,0.00016387936036155247,0.3804209431278411
NM,2010,870301.0983382667,2013122.0,330.0,0.00016392449141184687,0.4323141361220367
NM,2011,938702.7185093393,2037136.0,408.0,0.0002002811790670824,0.46079531190325007
NM,2012,918130.1833614104,2055287.0,381.0,0.00018537557041911908,0.44671628992029355
NM,2013,0.0,2064897.0,311.0,0.00015061283928447764,0.0
NM,2014,0.0,2074507.0,413.0,0.00019908344488594158,0.0
NM,2015,0.0,2084117.0,377.0,0.00018089195568195068,0.0
NV,2003,0.0,2242207.0,306.0,0.00013647268071145972,0.0
NV,2004,0.0,2332898.0,335.0,0.00014359821989645496,0.0
NV,2005,0.0,2408948.0,415.0,0.0001722743703890661,0.0
NV,2006,1101129.1863787724,2522658.0,392.0,0.00015539165435822058,0.4364956273814256
NV,2007,1283295.8054157614,2601072.0,450.0,0.0001730055915407186,0.4933718887503927
NV,2008,1437152.5374093996,2653630.0,469.0,0.00017673903294732123,0.5415798500203116
NV,2009,1561236.6360343345,2545763.0,495.0,0.00019444072366516443,0.6132686491375413
NV,2010,1809383.2446472542,2633331.0,525.0,0.00019936726526213378,0.6871081700884751
NV,2011,1963822.4384626183,2673396.0,560.0,0.00020947139892481324,0.7345797025441118
NV,2012,1953059.9133737048,2704204.0,532.0,0.00019673072001964348,0.7222309830817885
NV,2013,0.0,2735680.0,549.0,0.00020068136624166568,0.0
NV,2014,0.0,2767156.0,475.0,0.00017165638655717278,0.0
NV,2015,0.0,2798636.0,558.0,0.00019938284221313526,0.0
NY,2003,0.0,19212425.0,780.0,4.0598727125805306e-05,0.0
NY,2004,0.0,19280727.0,687.0,3.563143651170415e-05,0.0
NY,2005,0.0,19262545.0,773.0,4.012969210454797e-05,0.0
NY,2006,3495657.267734248,19104631.0,1403.0,7.343769162565872e-05,0.18297434102413432
NY,2007,4090671.297305346,19132335.0,1457.0,7.615379931409313e-05,0.2138093075050874
NY,2008,4680843.113455792,19212436.0,1359.0,7.073543406989099e-05,0.24363610702233657
NY,2009,5408868.590296465,19423896.0,1235.0,6.35814771660639e-05,0.27846465973131573
NY,2010,6123011.624010133,19229752.0,1214.0,6.313133939532866e-05,0.31841344724623244
NY,2011,6531550.546067804,19302448.0,1592.0,8.247658535331892e-05,0.33837938825519975
NY,2012,6473892.984259276,19398125.0,1762.0,9.083352128105165e-05,0.3337380795442485
NY,2013,0.0,19489808.0,1958.0,0.00010046276494873629,0.0
NY,2014,0.0,19581491.0,1988.0,0.00010152444469116269,0.0
NY,2015,0.0,19673174.0,2413.0,0.00012265433122281134,0.0
OH,2003,0.0,11437680.0,517.0,4.520147442488337e-05,0.0
OH,2004,0.0,11450143.0,796.0,6.951878242918014e-05,0.0
OH,2005,0.0,11459776.0,887.0,7.740116386219068e-05,0.0
OH,2006,3432928.353174247,11481213.0,1115.0,9.71151741545079e-05,0.29900397746947527
OH,2007,3832766.123226989,11500468.0,1209.0,0.00010512615660510511,0.3332704480571564
OH,2008,4210403.130991649,11515391.0,1334.0,0.00011584495915075745,0.36563266770460934
OH,2009,4688544.009622906,11511858.0,869.0,7.54873800562863e-05,0.40727952078829555
OH,2010,4987888.145876054,11512431.0,1437.0,0.0001248215950219376,0.4332610676125706
OH,2011,4945609.132807912,11525536.0,1654.0,0.00014350742559825417,0.4291001418769515
OH,2012,4828386.380177475,11533561.0,1788.0,0.00015502584154191408,0.4186379540696472
OH,2013,0.0,11547703.0,1977.0,0.00017120287904875975,0.0
OH,2014,0.0,11561845.0,2420.0,0.0002093091543780426,0.0
OH,2015,0.0,11575977.0,2957.0,0.00025544280193369424,0.0
OK,2003,0.0,3506469.0,190.0,5.418556388207054e-05,0.0
OK,2004,0.0,3523546.0,247.0,7.009983692564253e-05,0.0
OK,2005,0.0,3535926.0,222.0,6.278411935091401e-05,0.0
OK,2006,1255917.8030027763,3594090.0,292.0,8.124448747805424e-05,0.3494397199298783
OK,2007,1484689.6490950857,3634349.0,372.0,0.00010235670817524679,0.4085159815678367
OK,2008,1664519.4704313076,3668976.0,302.0,8.231179489863112e-05,0.4536741233606618
OK,2009,1825393.4470282043,3610073.0,461.0,0.00012769824876117465,0.5056389294699039
OK,2010,1985036.2184236601,3675339.0,444.0,0.00012080518286884557,0.5400960886665584
OK,2011,2145142.379847529,3714520.0,421.0,0.00011333900477046833,0.5775019059925721
OK,2012,2257922.312976433,3749005.0,485.0,0.00012936765888549095,0.6022724197424204
OK,2013,0.0,3782585.0,474.0,0.00012531112982259486,0.0
OK,2014,0.0,3816165.0,526.0,0.00013783471102533565,0.0
OK,2015,0.0,3849733.0,438.0,0.00011377412407561771,0.0
OR,2003,0.0,3564330.0,189.0,5.3025393271666766e-05,0.0
OR,2004,0.0,3591363.0,227.0,6.320720016328062e-05,0.0
OR,2005,0.0,3629959.0,237.0,6.52899936335369e-05,0.0
OR,2006,1208754.3502042613,3670883.0,314.0,8.553800270942986e-05,0.32928163338473637
OR,2007,1439484.5966660301,3722417.0,319.0,8.569700815357333e-05,0.3867069693336427
OR,2008,1600724.1879391253,3768748.0,274.0,7.270318949422992e-05,0.4247363283348012
OR,2009,1735406.9515942181,3727407.0,321.0,8.611884884049421e-05,0.4655802147697362
OR,2010,1868128.1474424186,3761925.0,330.0,8.772104707031639e-05,0.49658835501569504
OR,2011,1913911.4409080835,3801991.0,367.0,9.652837158215262e-05,0.5033971518891243
OR,2012,1897211.899925658,3836628.0,319.0,8.314592918573289e-05,0.49449983160360034
OR,2013,0.0,3870828.0,305.0,7.879451114851913e-05,0.0
OR,2014,0.0,3905028.0,360.0,9.218883961907571e-05,0.0
OR,2015,0.0,3939233.0,353.0,8.961135327613269e-05,0.0
PA,2003,0.0,12370761.0,1143.0,9.239528594885957e-05,0.0
PA,2004,0.0,12394471.0,1312.0,0.00010585365038975847,0.0
PA,2005,0.0,12367276.0,1318.0,0.00010657156838741207,0.0
PA,2006,3641083.236937596,12510809.0,1354.0,0.00010822641445489257,0.29103499517398085
PA,2007,4181703.76373549,12563937.0,1422.0,0.00011318108328623425,0.33283386917138236
PA,2008,4646041.598337112,12612285.0,1534.0,0.00012162744498716926,0.36837429524761867
PA,2009,5129246.551676034,12516596.0,1593.0,0.00012727102480578585,0.4097956466499385
PA,2010,5595971.629112802,12612705.0,1637.0,0.00012978976357569608,0.4436773578001549
PA,2011,6102350.804688905,12660739.0,2005.0,0.00015836358367390718,0.4819900958932101
PA,2012,6265638.600897279,12699589.0,2055.0,0.00016181626035299254,0.49337333679832307
PA,2013,0.0,12726247.0,2104.0,0.00016532760993873529,0.0
PA,2014,0.0,12752905.0,2447.0,0.00019187785057600602,0.0
PA,2015,0.0,12779559.0,3020.0,0.0002363148837921559,0.0
PR,2006,101054.5557070757,0.0,,,inf
PR,2007,97566.72682495056,0.0,,,inf
PR,2008,76101.92029050035,0.0,,,inf
PR,2009,80199.09055125032,0.0,,,inf
PR,2010,98649.3611925004,0.0,,,inf
PR,2011,100232.63721611291,0.0,,,inf
PR,2012,98237.69283360035,0.0,,,inf
RI,2003,0.0,1076084.0,103.0,9.571743469840644e-05,0.0
RI,2004,0.0,1079916.0,91.0,8.42658132669578e-05,0.0
RI,2005,0.0,1066721.0,110.0,0.00010311974733786997,0.0
RI,2006,318132.6973532023,1063096.0,137.0,0.0001288688886046039,0.2992511469831533
RI,2007,362078.8304618051,1057315.0,107.0,0.000101199737069842,0.3424512377690708
RI,2008,372423.9303240321,1055003.0,151.0,0.0001431275550875211,0.3530074609494306
RI,2009,392410.28907264804,1057381.0,143.0,0.00013523980476290003,0.37111532084711946
RI,2010,407480.77978884435,1056389.0,147.0,0.00013915328539013564,0.3857298587819869
RI,2011,436502.0761822314,1053959.0,155.0,0.0001470645442564654,0.41415470258542453
RI,2012,450914.7455030839,1052471.0,169.0,0.00016057449563930978,0.4284343658904463
RI,2013,0.0,1052867.0,220.0,0.0002089532676017009,0.0
RI,2014,0.0,1053263.0,226.0,0.00021457128941204618,0.0
RI,2015,0.0,1053661.0,281.0,0.0002666891913053629,0.0
SC,2003,0.0,4148744.0,175.0,4.218144093730536e-05,0.0
SC,2004,0.0,4197892.0,225.0,5.359832982839959e-05,0.0
SC,2005,0.0,4254989.0,307.0,7.215059780413064e-05,0.0
SC,2006,1257538.2204171957,4357847.0,372.0,8.536325391873555e-05,0.28856869468276325
SC,2007,1435259.6853243622,4444110.0,353.0,7.943097718103287e-05,0.322957731767297
SC,2008,1609997.242293205,4528996.0,418.0,9.229418617282948e-05,0.3554865675070601
SC,2009,2057857.8502998957,4416867.0,411.0,9.305238305794583e-05,0.4659089463866346
SC,2010,2301606.7377964803,4511428.0,499.0,0.00011060799374388775,0.5101725524149959
SC,2011,2502753.838621568,4575864.0,443.0,9.681231784860739e-05,0.5469467271364639
SC,2012,2698552.0321753602,4630351.0,406.0,8.768233768887067e-05,0.5827964299413501
SC,2013,0.0,4679429.0,492.0,0.00010514103323290085,0.0
SC,2014,0.0,4728507.0,549.0,0.00011610430099817976,0.0
SC,2015,0.0,4777576.0,577.0,0.00012077254239388343,0.0
SD,2003,0.0,764905.0,,,0.0
SD,2004,0.0,770621.0,,,0.0
SD,2005,0.0,780046.0,,,0.0
SD,2006,101830.01779097712,783033.0,,,0.13004562743968276
SD,2007,120567.1273695153,791623.0,,,0.1523037195350758
SD,2008,126153.34351429086,799124.0,,,0.1578645410653301
SD,2009,140398.08328106653,796513.0,14.0,1.7576612057806966e-05,0.17626590310649862
SD,2010,147481.18520936632,799462.0,11.0,1.3759253097708209e-05,0.18447554131324106
SD,2011,158444.9119676291,807697.0,,,0.19616875136050907
SD,2012,162614.58404576546,815871.0,,,0.1993140876998514
SD,2013,0.0,811135.0,13.0,1.6026925234393782e-05,0.0
SD,2014,0.0,820082.0,14.0,1.7071463585348782e-05,0.0
SD,2015,0.0,829037.0,18.0,2.171193806790288e-05,0.0
TN,2003,0.0,5845208.0,275.0,4.704708540739697e-05,0.0
TN,2004,0.0,5893298.0,356.0,6.040760199127891e-05,0.0
TN,2005,0.0,5989309.0,443.0,7.396512686188006e-05,0.0
TN,2006,2533153.477105314,6088766.0,510.0,8.37608145887032e-05,0.4160372523932294
TN,2007,2928159.563607642,6175727.0,590.0,9.55353110654017e-05,0.47414005891252026
TN,2008,3285225.087756888,6247411.0,495.0,7.923282140393837e-05,0.5258538437373318
TN,2009,3764661.901876905,6158953.0,504.0,8.18320906167006e-05,0.6112503053484748
TN,2010,4340508.7760708425,6234968.0,669.0,0.00010729806472142279,0.6961557422701836
TN,2011,4757210.420055972,6297991.0,691.0,0.00010971752738293846,0.7553536389708992
TN,2012,4889433.466732948,6353226.0,709.0,0.00011159684859313992,0.7695985420214783
TN,2013,0.0,6402025.0,709.0,0.00011074620920724301,0.0
TN,2014,0.0,6450824.0,904.0,0.0001401371359689863,0.0
TN,2015,0.0,6499615.0,1079.0,0.00016600983289010194,0.0
TX,2003,0.0,22103374.0,1212.0,5.483325758320879e-05,0.0
TX,2004,0.0,22471549.0,1250.0,5.562589388030171e-05,0.0
TX,2005,0.0,22843999.0,1391.0,6.0891265141449185e-05,0.0
TX,2006,3995719.1998735587,23359580.0,1652.0,7.07204495971246e-05,0.1710526987160539
TX,2007,4786967.7754343245,23831983.0,1602.0,6.722059175688401e-05,0.20086317514720972
TX,2008,4738954.64295083,24309039.0,1486.0,6.112952470066793e-05,0.19494619441561759
TX,2009,5123285.441974042,23819042.0,1830.0,7.682928641714474e-05,0.2150920025236129
TX,2010,5456799.936154094,24311891.0,1851.0,7.613558320082959e-05,0.2244498355209841
TX,2011,5812024.609825178,24774187.0,1973.0,7.963934396717034e-05,0.23460001370883243
TX,2012,5753507.421667825,25208897.0,1858.0,7.370413707509694e-05,0.22823320757222443
TX,2013,0.0,25652130.0,1843.0,7.184588570227891e-05,0.0
TX,2014,0.0,26095363.0,1997.0,7.652700596653896e-05,0.0
TX,2015,0.0,26538614.0,2068.0,7.792419001233447e-05,0.0
UT,2003,0.0,2352119.0,273.0,0.00011606555620697762,0.0
UT,2004,0.0,2420708.0,256.0,0.00010575418431301917,0.0
UT,2005,0.0,2505013.0,331.0,0.00013213504281215307,0.0
UT,2006,928320.9190533246,2525507.0,330.0,0.00013066683244196116,0.3675780423706308
UT,2007,1049047.052482598,2597746.0,380.0,0.00014628066023391047,0.4038297248778741
UT,2008,1082797.276557726,2663029.0,354.0,0.00013293133495729864,0.40660363689532714
UT,2009,1141554.5214829503,2651816.0,374.0,0.00014103542628900347,0.43048029029274665
UT,2010,1203765.1321180942,2657236.0,320.0,0.00012042588614635658,0.4530140085856485
UT,2011,1219207.2724814762,2715379.0,405.0,0.00014915045008450018,0.4490007739182914
UT,2012,1292618.419339509,2766233.0,468.0,0.0001691831454544863,0.4672847223424451
UT,2013,0.0,2811949.0,471.0,0.0001674994816762324,0.0
UT,2014,0.0,2857665.0,483.0,0.00016901911175732634,0.0
UT,2015,0.0,2903379.0,511.0,0.00017600182408152707,0.0
VA,2003,0.0,7365284.0,211.0,2.864791092916444e-05,0.0
VA,2004,0.0,7481332.0,216.0,2.8871863994272677e-05,0.0
VA,2005,0.0,7557588.0,257.0,3.40055583871468e-05,0.0
VA,2006,1517061.8480849708,7673725.0,261.0,3.4012164887326556e-05,0.19769562345340377
VA,2007,1708859.3208944018,7751000.0,288.0,3.715649593600826e-05,0.22046952920841204
VA,2008,1838747.8637824669,7833496.0,284.0,3.625456628815538e-05,0.23472889547431527
VA,2009,2134914.860865215,7721730.0,306.0,3.9628425236313624e-05,0.2764814181362486
VA,2010,2365905.0708268173,7841754.0,194.0,2.4739363157783323e-05,0.30170610692796757
VA,2011,2603456.53956415,7926192.0,393.0,4.958244766213082e-05,0.3284624621210475
VA,2012,2722898.0146976477,8014955.0,311.0,3.880246364452452e-05,0.3397271743506542
VA,2013,0.0,8091450.0,441.0,5.450197430621211e-05,0.0
VA,2014,0.0,8174048.0,497.0,6.0802187606434414e-05,0.0
VA,2015,0.0,8256630.0,590.0,7.145772548848623e-05,0.0
VT,2003,0.0,619343.0,,,0.0
VT,2004,0.0,621233.0,,,0.0
VT,2005,0.0,619736.0,,,0.0
VT,2006,143934.3448822151,622892.0,15.0,2.4081221142669998e-05,0.2310743192755969
VT,2007,164117.49459105288,623481.0,12.0,1.9246777367714492e-05,0.2632277400450902
VT,2008,176581.56176235303,624151.0,,,0.28291481029807375
VT,2009,198143.85188426595,620414.0,,,0.31937359873288795
VT,2010,198020.2567770406,624258.0,,,0.31720900136969105
VT,2011,194729.66689038998,624958.0,25.0,4.000268818064574e-05,0.3115884057654914
VT,2012,190757.57485129035,625498.0,14.0,2.2382165890218673e-05,0.30496912036695617
VT,2013,0.0,625866.0,24.0,3.834686658166445e-05,0.0
VT,2014,0.0,626234.0,13.0,2.075901340393527e-05,0.0
VT,2015,0.0,626604.0,56.0,8.937063919157873e-05,0.0
WA,2003,0.0,6131298.0,553.0,9.019297382055153e-05,0.0
WA,2004,0.0,6207046.0,662.0,0.00010665298758862107,0.0
WA,2005,0.0,6270838.0,690.0,0.00011003314070623416,0.0
WA,2006,1999963.979941314,6370753.0,730.0,0.00011458614075918498,0.31392897824500715
WA,2007,2233454.907985017,6461587.0,814.0,0.00012597524416215397,0.34565113926114704
WA,2008,2472972.3358429894,6562231.0,843.0,0.00012846240859244363,0.37684932698086815
WA,2009,2484831.6808807035,6465755.0,790.0,0.00012218217362086872,0.38430650107848247
WA,2010,2537822.708966019,6561297.0,736.0,0.00011217294385546028,0.386786744902116
WA,2011,2514218.4004007545,6652845.0,840.0,0.00012626177221925356,0.3779162749772097
WA,2012,2454681.480552777,6738714.0,833.0,0.00012361409016616522,0.364265567666587
WA,2013,0.0,6820968.0,811.0,0.00011889808015519205,0.0
WA,2014,0.0,6903222.0,829.0,0.00012008885126394602,0.0
WA,2015,0.0,6985464.0,927.0,0.00013270414105634215,0.0
WI,2003,0.0,5474290.0,194.0,3.543838561713026e-05,0.0
WI,2004,0.0,5503533.0,253.0,4.597047024157028e-05,0.0
WI,2005,0.0,5540473.0,275.0,4.963475140118903e-05,0.0
WI,2006,1342642.4106594748,5577655.0,349.0,6.257109842756499e-05,0.24071808146245596
WI,2007,1488983.582258382,5610775.0,369.0,6.576631570504966e-05,0.2653793071827657
WI,2008,1622449.7956129818,5640996.0,338.0,5.99184966626461e-05,0.287617611431205
WI,2009,1757009.8363781986,5599420.0,354.0,6.322083358633572e-05,0.3137842555797205
WI,2010,1956487.4247627826,5637947.0,384.0,6.810989886921605e-05,0.34702125166532827
WI,2011,2100498.7082161247,5664893.0,451.0,7.96131542113858e-05,0.3707923006164679
WI,2012,2177982.5877374085,5687219.0,457.0,8.0355618449017e-05,0.38296091424251616
WI,2013,0.0,5705520.0,566.0,9.920217613819599e-05,0.0
WI,2014,0.0,5723821.0,582.0,0.00010168032857771059,0.0
WI,2015,0.0,5742117.0,644.0,0.00011215375792586601,0.0
WV,2003,0.0,1811440.0,109.0,6.0173121936139206e-05,0.0
WV,2004,0.0,1812548.0,115.0,6.344659562119183e-05,0.0
WV,2005,0.0,1805626.0,51.0,2.8245051854592256e-05,0.0
WV,2006,754237.1061455514,1827912.0,143.0,7.823133717596909e-05,0.41262221931118753
WV,2007,874036.876720722,1834052.0,240.0,0.0001308577946535867,0.4765605755565938
WV,2008,1015253.3343473497,1840310.0,248.0,0.00013475990458129336,0.5516751712197129
WV,2009,1123198.1996173118,1811403.0,43.0,2.3738505456819936e-05,0.6200708509466485
WV,2010,1144279.0261349254,1840802.0,316.0,0.00017166430718784529,0.6216198299083364
WV,2011,1201668.5908300476,1846372.0,460.0,0.0002491372269510153,0.6508269139859398
WV,2012,1274924.73814226,1850481.0,353.0,0.000190761212895458,0.688969375066407
WV,2013,0.0,1850791.0,409.0,0.0002209865943804568,0.0
WV,2014,0.0,1851101.0,446.0,0.00024093769059602905,0.0
WV,2015,0.0,1851420.0,544.0,0.00029382852081105313,0.0
WY,2003,0.0,502111.0,,,0.0
WY,2004,0.0,505887.0,,,0.0
WY,2005,0.0,506541.0,,,0.0
WY,2006,120926.4230475772,522667.0,,,0.23136418225672792
WY,2007,132401.97056836533,534876.0,11.0,2.0565514250031783e-05,0.2475376920414551
WY,2008,138881.10331541553,546043.0,,,0.2543409645676541
WY,2009,149197.98094879065,523949.0,26.0,4.9623150344785465e-05,0.284756686144626
WY,2010,162836.8415701916,545579.0,21.0,3.849121758718719e-05,0.2984661095280273
WY,2011,173397.8576689917,554697.0,,,0.3125992346614308
WY,2012,200570.64436789148,562803.0,27.0,4.797415792026695e-05,0.3563780654472195
WY,2013,0.0,568427.0,29.0,5.101798471923396e-05,0.0
WY,2014,0.0,574051.0,41.0,7.142222555138828e-05,0.0
WY,2015,0.0,579679.0,36.0,6.210333650175356e-05,0.0
